Entity,Year,Annual CO₂ emissions (per capita)
Costa Rica,2010,1.6445944
Costa Rica,2011,1.5859368
Costa Rica,2012,1.5566587
Costa Rica,2013,1.6181831
Costa Rica,2014,1.6253791
Costa Rica,2015,1.537158
Costa Rica,2016,1.6141378
Costa Rica,2017,1.6341954
Costa Rica,2018,1.6161269
Costa Rica,2019,1.5398297
Costa Rica,2020,1.344883
Costa Rica,2021,1.5113176
Costa Rica,2022,1.5442157
Costa Rica,2023,1.621601
Cote d'Ivoire,1950,0.20154339
Cote d'Ivoire,1951,0.16407208
Cote d'Ivoire,1952,0.17861764
Cote d'Ivoire,1953,0.1444241
Cote d'Ivoire,1954,0.16550282
Cote d'Ivoire,1955,0.1603582
Cote d'Ivoire,1956,0.18030894
Cote d'Ivoire,1957,0.17914325
Cote d'Ivoire,1958,0.1450651
Cote d'Ivoire,1959,0.15383236
Cote d'Ivoire,1960,0.12566999
Cote d'Ivoire,1961,0.14520976
Cote d'Ivoire,1962,0.14815624
Cote d'Ivoire,1963,0.15147771
Cote d'Ivoire,1964,0.1783176
Cote d'Ivoire,1965,0.26393327
Cote d'Ivoire,1966,0.26820564
Cote d'Ivoire,1967,0.28321484
Cote d'Ivoire,1968,0.32014307
Cote d'Ivoire,1969,0.36412928
Cote d'Ivoire,1970,0.41436896
Cote d'Ivoire,1971,0.43442884
Cote d'Ivoire,1972,0.45880058
Cote d'Ivoire,1973,0.46504182
Cote d'Ivoire,1974,0.50086987
Cote d'Ivoire,1975,0.5882939
Cote d'Ivoire,1976,0.5611833
Cote d'Ivoire,1977,0.5534607
Cote d'Ivoire,1978,0.63322943
Cote d'Ivoire,1979,0.6857641
Cote d'Ivoire,1980,0.6774732
Cote d'Ivoire,1981,0.4517615
Cote d'Ivoire,1982,0.6235621
Cote d'Ivoire,1983,0.4872059
Cote d'Ivoire,1984,0.5319183
Cote d'Ivoire,1985,0.69554603
Cote d'Ivoire,1986,0.53411275
Cote d'Ivoire,1987,0.6773285
Cote d'Ivoire,1988,0.78088534
Cote d'Ivoire,1989,0.70530576
Cote d'Ivoire,1990,0.3922582
Cote d'Ivoire,1991,0.33971348
Cote d'Ivoire,1992,0.2911712
Cote d'Ivoire,1993,0.37077698
Cote d'Ivoire,1994,0.28928006
Cote d'Ivoire,1995,0.41905874
Cote d'Ivoire,1996,0.4873639
Cote d'Ivoire,1997,0.4493789
Cote d'Ivoire,1998,0.4053965
Cote d'Ivoire,1999,0.35385394
Cote d'Ivoire,2000,0.37480024
Cote d'Ivoire,2001,0.42080086
Cote d'Ivoire,2002,0.39937147
Cote d'Ivoire,2003,0.27714443
Cote d'Ivoire,2004,0.37694725
Cote d'Ivoire,2005,0.3769282
Cote d'Ivoire,2006,0.33519825
Cote d'Ivoire,2007,0.3163626
Cote d'Ivoire,2008,0.31200534
Cote d'Ivoire,2009,0.2572949
Cote d'Ivoire,2010,0.27680278
Cote d'Ivoire,2011,0.28383884
Cote d'Ivoire,2012,0.3639151
Cote d'Ivoire,2013,0.40433925
Cote d'Ivoire,2014,0.40376273
Cote d'Ivoire,2015,0.3784612
Cote d'Ivoire,2016,0.46106344
Cote d'Ivoire,2017,0.4489491
Cote d'Ivoire,2018,0.37922928
Cote d'Ivoire,2019,0.37367776
Cote d'Ivoire,2020,0.38095695
Cote d'Ivoire,2021,0.46117318
Cote d'Ivoire,2022,0.44888514
Cote d'Ivoire,2023,0.42340288
Croatia,1885,0.0022586267
Croatia,1890,0.0064808424
Croatia,1891,0.0074941767
Croatia,1892,0.008223715
Croatia,1893,0.014460841
Croatia,1894,0.027362537
Croatia,1895,0.02711999
Croatia,1896,0.02995124
Croatia,1897,0.023088967
Croatia,1898,0.03470374
Croatia,1899,0.040129017
Croatia,1900,0.05385413
Croatia,1901,0.05827381
Croatia,1902,0.054117247
Croatia,1903,0.058207586
Croatia,1904,0.06150585
Croatia,1905,0.06615901
Croatia,1906,0.07845288
Croatia,1907,0.079150006
Croatia,1908,0.08442977
Croatia,1909,0.08596155
Croatia,1910,0.08429584
Croatia,1911,0.090492144
Croatia,1912,0.09191013
Croatia,1913,0.25018266
Croatia,1919,0.17004918
Croatia,1920,0.22378829
Croatia,1921,0.23618679
Croatia,1922,0.34021404
Croatia,1923,0.3678672
Croatia,1924,0.37384307
Croatia,1925,0.40680715
Croatia,1926,0.39266053
Croatia,1927,0.439809
Croatia,1928,0.48832595
Croatia,1929,0.53538126
Croatia,1930,0.49944624
Croatia,1931,0.45039627
Croatia,1932,0.40817872
Croatia,1933,0.3741665
Croatia,1934,0.38599333
Croatia,1935,0.39997098
Croatia,1936,0.3919496
Croatia,1937,0.4332415
Croatia,1938,0.40541297
Croatia,1939,0.4221792
Croatia,1940,0.48808113
Croatia,1943,0.016811034
Croatia,1944,0.0041896873
Croatia,1945,0.23464467
Croatia,1946,0.45706353
Croatia,1947,0.6281127
Croatia,1948,0.70283955
Croatia,1949,0.7969631
Croatia,1950,0.76220876
Croatia,1951,0.7129028
Croatia,1952,0.70630133
Croatia,1953,0.6940516
Croatia,1954,0.8197074
Croatia,1955,0.931049
Croatia,1956,1.058003
Croatia,1957,1.140317
Croatia,1958,1.1175246
Croatia,1959,1.2748795
Croatia,1960,1.3871243
Croatia,1961,1.446649
Croatia,1962,1.473402
Croatia,1963,1.6269124
Croatia,1964,1.8314954
Croatia,1965,1.8735211
Croatia,1966,1.8453286
Croatia,1967,1.8546218
Croatia,1968,1.9733111
Croatia,1969,2.036909
Croatia,1970,2.6532845
Croatia,1971,2.8467798
Croatia,1972,2.653879
Croatia,1973,3.161931
Croatia,1974,3.1614769
Croatia,1975,3.2835975
Croatia,1976,3.3740606
Croatia,1977,3.2659893
Croatia,1978,3.6366796
Croatia,1979,3.9412491
Croatia,1980,3.8597987
Croatia,1981,4.176274
Croatia,1982,3.8152928
Croatia,1983,4.08797
Croatia,1984,4.291925
Croatia,1985,4.3601155
Croatia,1986,4.537241
Croatia,1987,4.4129024
Croatia,1988,4.5401096
Croatia,1989,4.512094
Croatia,1990,4.730995
Croatia,1991,3.521719
Croatia,1992,3.424156
Croatia,1993,3.5536728
Croatia,1994,3.433139
Croatia,1995,3.6393602
Croatia,1996,3.7998693
Croatia,1997,4.1217732
Croatia,1998,4.282578
Croatia,1999,4.5787673
Croatia,2000,4.5427685
Croatia,2001,4.8304753
Croatia,2002,5.089973
Croatia,2003,5.3933907
Croatia,2004,5.302659
Croatia,2005,5.400675
Croatia,2006,5.4449663
Croatia,2007,5.7472677
Croatia,2008,5.4513054
Croatia,2009,5.0473332
Croatia,2010,4.8792653
Croatia,2011,4.817025
Croatia,2012,4.47417
Croatia,2013,4.3386483
Croatia,2014,4.184725
Croatia,2015,4.255345
Croatia,2016,4.373376
Croatia,2017,4.5889683
Croatia,2018,4.39835
Croatia,2019,4.472901
Croatia,2020,4.2696104
Croatia,2021,4.436339
Croatia,2022,4.5068507
Croatia,2023,4.497998
Cuba,1856,0.29310027
Cuba,1857,0.2703942
Cuba,1858,0.2494468
Cuba,1859,0.23112445
Cuba,1860,0.21505839
Cuba,1861,0.31799534
Cuba,1862,0.4260334
Cuba,1863,0.2678384
Cuba,1864,0.44364685
Cuba,1865,0.42921627
Cuba,1866,0.4334291
Cuba,1867,0.46649697
Cuba,1868,0.44323146
Cuba,1869,0.50653934
Cuba,1870,0.46153295
Cuba,1871,0.4460534
Cuba,1872,0.44842038
Cuba,1873,0.458934
Cuba,1874,0.45893314
Cuba,1875,0.45397827
Cuba,1876,0.38550904
Cuba,1877,0.39875352
Cuba,1878,0.45804694
Cuba,1879,0.45948717
Cuba,1880,0.3843559
Cuba,1881,0.39128685
Cuba,1882,0.39353347
Cuba,1883,0.37875542
Cuba,1884,0.3690378
Cuba,1885,0.38117373
Cuba,1886,0.35752812
Cuba,1887,0.39632675
Cuba,1888,0.43799767
Cuba,1889,0.4825447
Cuba,1890,0.46701905
Cuba,1891,0.5567294
Cuba,1892,0.61376554
Cuba,1893,0.58057266
Cuba,1894,0.62387305
Cuba,1895,0.59499514
Cuba,1896,0.47597513
Cuba,1897,0.44913945
Cuba,1898,0.49726653
Cuba,1899,0.5546798
Cuba,1900,0.5488672
Cuba,1901,0.5800728
Cuba,1902,0.5527431
Cuba,1903,0.6564459
Cuba,1904,0.7081365
Cuba,1905,0.83883935
Cuba,1906,0.9322903
Cuba,1907,0.9351089
Cuba,1908,0.8850283
Cuba,1909,0.9078128
Cuba,1910,1.048893
Cuba,1911,1.2022811
Cuba,1912,1.3568459
Cuba,1913,1.3200996
Cuba,1914,1.1732751
Cuba,1915,1.183904
Cuba,1916,1.3341439
Cuba,1917,1.4157027
Cuba,1918,1.342545
Cuba,1919,0.9003145
Cuba,1920,1.1825548
Cuba,1921,0.47983858
Cuba,1922,0.42689407
Cuba,1923,0.54189736
Cuba,1924,0.46240965
Cuba,1925,0.48909208
Cuba,1926,0.45818788
Cuba,1927,0.45146117
Cuba,1928,0.4251127
Cuba,1929,0.22402929
Cuba,1930,0.33091867
Cuba,1931,0.23973113
Cuba,1932,0.18952794
Cuba,1933,0.18257132
Cuba,1934,0.19301602
Cuba,1935,0.18434426
Cuba,1936,0.210922
Cuba,1937,0.22104634
Cuba,1938,0.19525757
Cuba,1939,0.15264891
Cuba,1940,0.14475082
Cuba,1941,0.11698045
Cuba,1942,0.095620714
Cuba,1943,0.14584097
Cuba,1944,0.1023008
Cuba,1945,0.10548957
Cuba,1946,0.08834179
Cuba,1947,0.100610726
Cuba,1948,0.073995896
Cuba,1949,0.05844986
Cuba,1950,0.9521688
Cuba,1951,1.070658
Cuba,1952,1.0194626
Cuba,1953,0.9848574
Cuba,1954,0.92762107
Cuba,1955,1.0357009
Cuba,1956,0.8750229
Cuba,1957,2.0355673
Cuba,1958,2.5890737
Cuba,1959,2.2087
Cuba,1960,1.8909942
Cuba,1961,1.6472433
Cuba,1962,1.8769976
Cuba,1963,1.6913216
Cuba,1964,1.8152899
Cuba,1965,1.8172808
Cuba,1966,1.8514149
Cuba,1967,1.884074
Cuba,1968,1.8825525
Cuba,1969,1.9896289
Cuba,1970,2.1139364
Cuba,1971,2.181599
Cuba,1972,2.2772605
Cuba,1973,2.4175742
Cuba,1974,2.4416163
Cuba,1975,2.852365
Cuba,1976,2.8415554
Cuba,1977,3.0444682
Cuba,1978,3.1570666
Cuba,1979,3.2452674
Cuba,1980,3.1998796
Cuba,1981,3.322424
Cuba,1982,3.4831665
Cuba,1983,3.0848467
Cuba,1984,3.2343764
Cuba,1985,3.205225
Cuba,1986,3.2747066
Cuba,1987,3.2832427
Cuba,1988,3.413976
Cuba,1989,3.3910933
Cuba,1990,2.7886682
Cuba,1991,2.5351033
Cuba,1992,1.9092884
Cuba,1993,1.8285018
Cuba,1994,1.9642097
Cuba,1995,2.0901103
Cuba,1996,2.1285377
Cuba,1997,2.2557955
Cuba,1998,2.201603
Cuba,1999,2.2097824
Cuba,2000,2.2760184
Cuba,2001,2.2147143
Cuba,2002,2.2504017
Cuba,2003,2.2810478
Cuba,2004,2.1841457
Cuba,2005,2.2798462
Cuba,2006,2.3748877
Cuba,2007,2.2790558
Cuba,2008,2.4565086
Cuba,2009,2.4632046
Cuba,2010,2.9244342
Cuba,2011,2.5720735
Cuba,2012,2.607758
Cuba,2013,2.4692397
Cuba,2014,2.4251842
Cuba,2015,2.580158
Cuba,2016,2.464907
Cuba,2017,2.18412
Cuba,2018,2.0503552
Cuba,2019,2.0079126
Cuba,2020,1.9037757
Cuba,2021,2.027723
Cuba,2022,1.9785471
Cuba,2023,2.0959787
Curacao,1950,60.594994
Curacao,1951,93.1482
Curacao,1952,52.39501
Curacao,1953,59.04748
Curacao,1954,116.31056
Curacao,1955,93.64778
Curacao,1956,117.866875
Curacao,1957,78.34284
Curacao,1958,66.77932
Curacao,1959,83.66659
Curacao,1960,70.44533
Curacao,1961,72.36283
Curacao,1962,78.210236
Curacao,1963,73.79856
Curacao,1964,70.735695
Curacao,1965,62.59702
Curacao,1966,57.78224
Curacao,1967,70.308464
Curacao,1968,64.62476
Curacao,1969,83.672874
Curacao,1970,92.66829
Curacao,1971,79.95732
Curacao,1972,76.97157
Curacao,1973,84.940575
Curacao,1974,76.69764
Curacao,1975,55.355526
Curacao,1976,117.922554
Curacao,1977,61.45878
Curacao,1978,52.245457
Curacao,1979,54.725937
Curacao,1980,56.255676
Curacao,1981,53.538944
Curacao,1982,59.84318
Curacao,1983,30.756138
Curacao,1984,76.82358
Curacao,1985,89.966934
Curacao,1986,17.259825
Curacao,1987,15.358806
Curacao,1988,15.148163
Curacao,1989,28.87846
Curacao,1990,30.981304
Curacao,1991,24.769012
Curacao,1992,20.45376
Curacao,1993,31.695883
Curacao,1994,30.550512
Curacao,1995,30.425966
Curacao,1996,28.671984
Curacao,1997,30.259363
Curacao,1998,1.6863767
Curacao,1999,12.774317
Curacao,2000,34.298615
Curacao,2001,35.116085
Curacao,2002,33.586845
Curacao,2003,33.15189
Curacao,2004,34.34567
Curacao,2005,33.698463
Curacao,2006,34.84572
Curacao,2007,38.932205
Curacao,2008,37.178192
Curacao,2009,37.78469
Curacao,2010,25.854073
Curacao,2011,32.62855
Curacao,2012,39.085583
Curacao,2013,36.37243
Curacao,2014,41.19449
Curacao,2015,44.01472
Curacao,2016,36.980095
Curacao,2017,29.490685
Curacao,2018,23.793911
Curacao,2019,11.891082
Curacao,2020,9.804629
Curacao,2021,10.797468
Curacao,2022,10.467073
Curacao,2023,10.914814
Cyprus,1950,0.5416233
Cyprus,1951,0.56310725
Cyprus,1952,0.61950177
Cyprus,1953,0.70914435
Cyprus,1954,0.8443715
Cyprus,1955,0.84423965
Cyprus,1956,1.2412564
Cyprus,1957,1.4776179
Cyprus,1958,1.3590091
Cyprus,1959,1.4471002
Cyprus,1960,1.5113703
Cyprus,1961,1.4514766
Cyprus,1962,1.5041336
Cyprus,1963,1.6225871
Cyprus,1964,1.6326709
Cyprus,1965,1.8619263
Cyprus,1966,1.9920108
Cyprus,1967,2.1650333
Cyprus,1968,2.5541806
Cyprus,1969,2.6043794
Cyprus,1970,2.6300514
Cyprus,1971,2.8799891
Cyprus,1972,3.639723
Cyprus,1973,3.7596385
Cyprus,1974,2.9081917
Cyprus,1975,3.0193217
Cyprus,1976,3.7578592
Cyprus,1977,4.0467644
Cyprus,1978,4.2324276
Cyprus,1979,4.4951453
Cyprus,1980,4.773812
Cyprus,1981,4.493971
Cyprus,1982,4.5332637
Cyprus,1983,4.4562364
Cyprus,1984,4.4968934
Cyprus,1985,4.3009405
Cyprus,1986,4.85295
Cyprus,1987,5.54491
Cyprus,1988,5.478476
Cyprus,1989,5.698317
Cyprus,1990,5.890969
Cyprus,1991,6.4238877
Cyprus,1992,6.792791
Cyprus,1993,6.958514
Cyprus,1994,7.091893
Cyprus,1995,6.7932563
Cyprus,1996,7.0548854
Cyprus,1997,7.015059
Cyprus,1998,7.2063613
Cyprus,1999,7.3630276
Cyprus,2000,7.494742
Cyprus,2001,7.2359786
Cyprus,2002,7.3029137
Cyprus,2003,7.56069
Cyprus,2004,7.6503687
Cyprus,2005,7.68084
Cyprus,2006,7.7637644
Cyprus,2007,7.928219
Cyprus,2008,7.989783
Cyprus,2009,7.636368
Cyprus,2010,7.184269
Cyprus,2011,6.7939243
Cyprus,2012,6.2332525
Cyprus,2013,5.561407
Cyprus,2014,5.7849126
Cyprus,2015,5.718032
Cyprus,2016,5.9616704
Cyprus,2017,5.9838886
Cyprus,2018,5.7629395
Cyprus,2019,5.70816
Cyprus,2020,5.3869967
Cyprus,2021,5.443375
Cyprus,2022,5.40629
Cyprus,2023,5.3342433
Czechia,1860,0.027808676
Czechia,1861,0.090913236
Czechia,1862,0.15368575
Czechia,1863,0.2157513
Czechia,1864,0.2771159
Czechia,1865,0.33778554
Czechia,1866,0.39776585
Czechia,1867,0.45669645
Czechia,1868,0.51531786
Czechia,1869,0.5732674
Czechia,1870,0.63055074
Czechia,1871,0.68673205
Czechia,1872,0.74183124
Czechia,1873,0.79656863
Czechia,1874,0.85059315
Czechia,1875,0.90391165
Czechia,1876,1.5527151
Czechia,1877,1.6212517
Czechia,1878,1.6888715
Czechia,1879,1.8035742
Czechia,1880,1.8988514
Czechia,1881,1.9934049
Czechia,1882,2.0262692
Czechia,1883,2.1513543
Czechia,1884,2.2088275
Czechia,1885,2.3052545
Czechia,1886,2.408932
Czechia,1887,2.5151794
Czechia,1888,2.6797128
Czechia,1889,2.8200765
Czechia,1890,2.9978473
Czechia,1891,3.086397
Czechia,1892,3.1113696
Czechia,1893,3.1583035
Czechia,1894,3.214964
Czechia,1895,3.3134365
Czechia,1896,3.3712814
Czechia,1897,3.543119
Czechia,1898,3.5970335
Czechia,1899,3.66468
Czechia,1900,3.612697
Czechia,1901,3.7463744
Czechia,1902,3.7684395
Czechia,1903,3.8110936
Czechia,1904,3.8202558
Czechia,1905,3.904285
Czechia,1906,4.048343
Czechia,1907,4.223951
Czechia,1908,4.2714
Czechia,1909,4.2155213
Czechia,1910,4.142051
Czechia,1911,4.1683717
Czechia,1912,4.4098825
Czechia,1913,4.583806
Czechia,1914,4.153638
Czechia,1915,4.143263
Czechia,1916,4.437441
Czechia,1917,4.2114573
Czechia,1918,3.6351259
Czechia,1919,3.4625878
Czechia,1920,3.4148133
Czechia,1921,3.2716296
Czechia,1922,2.887832
Czechia,1923,3.0268772
Czechia,1924,3.6863062
Czechia,1925,3.4383857
Czechia,1926,3.4618711
Czechia,1927,3.6963804
Czechia,1928,3.8722908
Czechia,1929,4.311661
Czechia,1930,3.7859302
Czechia,1931,3.5246074
Czechia,1932,3.0583088
Czechia,1933,2.7861722
Czechia,1934,2.7741907
Czechia,1935,2.8489103
Czechia,1936,3.089687
Czechia,1937,3.737125
Czechia,1938,4.2833934
Czechia,1939,4.6095834
Czechia,1940,5.1699367
Czechia,1941,5.218413
Czechia,1942,5.6664453
Czechia,1943,6.2669287
Czechia,1944,5.934655
Czechia,1945,3.2720385
Czechia,1946,4.5751257
Czechia,1947,5.6420703
Czechia,1948,6.0544596
Czechia,1949,6.335759
Czechia,1950,6.4882665
Czechia,1951,6.852294
Czechia,1952,7.2620296
Czechia,1953,7.464836
Czechia,1954,7.9129443
Czechia,1955,8.154131
Czechia,1956,8.68578
Czechia,1957,9.014189
Czechia,1958,9.796773
Czechia,1959,9.767474
Czechia,1960,10.381182
Czechia,1961,11.229595
Czechia,1962,11.936973
Czechia,1963,12.515719
Czechia,1964,12.969886
Czechia,1965,12.589073
Czechia,1966,12.481513
Czechia,1967,12.427434
Czechia,1968,12.97996
Czechia,1969,13.761448
Czechia,1970,15.755173
Czechia,1971,16.490057
Czechia,1972,16.580505
Czechia,1973,16.566275
Czechia,1974,16.656734
Czechia,1975,17.313616
Czechia,1976,17.875029
Czechia,1977,18.305904
Czechia,1978,18.377596
Czechia,1979,17.817251
Czechia,1980,17.972858
Czechia,1981,17.751007
Czechia,1982,17.559631
Czechia,1983,17.57527
Czechia,1984,18.165003
Czechia,1985,17.913465
Czechia,1986,18.036556
Czechia,1987,17.823423
Czechia,1988,17.526455
Czechia,1989,16.722105
Czechia,1990,15.943648
Czechia,1991,14.448567
Czechia,1992,14.129174
Czechia,1993,13.577452
Czechia,1994,12.852591
Czechia,1995,12.764021
Czechia,1996,13.113599
Czechia,1997,12.737529
Czechia,1998,12.246591
Czechia,1999,11.381155
Czechia,2000,12.429346
Czechia,2001,12.42629
Czechia,2002,12.106914
Czechia,2003,12.447432
Czechia,2004,12.502356
Czechia,2005,12.226614
Czechia,2006,12.27974
Czechia,2007,12.4175625
Czechia,2008,11.845438
Czechia,2009,11.033807
Czechia,2010,11.2267275
Czechia,2011,10.975148
Czechia,2012,10.591444
Czechia,2013,10.153296
Czechia,2014,9.911981
Czechia,2015,9.976934
Czechia,2016,10.126231
Czechia,2017,10.221304
Czechia,2018,10.080272
Czechia,2019,9.569924
Czechia,2020,8.689388
Czechia,2021,9.17754
Czechia,2022,8.91092
Czechia,2023,7.92107
Democratic Republic of Congo,1920,0.00044779727
Democratic Republic of Congo,1921,0.00089061266
Democratic Republic of Congo,1922,0.00970514
Democratic Republic of Congo,1923,0.019157061
Democratic Republic of Congo,1924,0.025352765
Democratic Republic of Congo,1925,0.019932797
Democratic Republic of Congo,1926,0.027207011
Democratic Republic of Congo,1927,0.026025862
Democratic Republic of Congo,1928,0.031374607
Democratic Republic of Congo,1929,0.033379856
Democratic Republic of Congo,1930,0.042094447
Democratic Republic of Congo,1931,0.026666913
Democratic Republic of Congo,1932,0.00542055
Democratic Republic of Congo,1933,0.00037981215
Democratic Republic of Congo,1934,0.0018885212
Democratic Republic of Congo,1935,0.0033607418
Democratic Republic of Congo,1936,0.004058649
Democratic Republic of Congo,1937,0.010210881
Democratic Republic of Congo,1938,0.011886542
Democratic Republic of Congo,1939,0.008523885
Democratic Republic of Congo,1940,0.0073594586
Democratic Republic of Congo,1941,0.009665892
Democratic Republic of Congo,1942,0.013256618
Democratic Republic of Congo,1943,0.020082308
Democratic Republic of Congo,1944,0.015466659
Democratic Republic of Congo,1945,0.015224402
Democratic Republic of Congo,1946,0.027113287
Democratic Republic of Congo,1947,0.02792498
Democratic Republic of Congo,1948,0.03149575
Democratic Republic of Congo,1949,0.03944221
Democratic Republic of Congo,1950,0.120344326
Democratic Republic of Congo,1951,0.139277
Democratic Republic of Congo,1952,0.16275415
Democratic Republic of Congo,1953,0.17514119
Democratic Republic of Congo,1954,0.2110635
Democratic Republic of Congo,1955,0.24853182
Democratic Republic of Congo,1956,0.22791593
Democratic Republic of Congo,1957,0.2337208
Democratic Republic of Congo,1958,0.20099005
Democratic Republic of Congo,1959,0.18124187
Democratic Republic of Congo,1960,0.151886
Democratic Republic of Congo,1961,0.15038556
Democratic Republic of Congo,1962,0.13510779
Democratic Republic of Congo,1963,0.13888675
Democratic Republic of Congo,1964,0.11642231
Democratic Republic of Congo,1965,0.14164345
Democratic Republic of Congo,1966,0.13398007
Democratic Republic of Congo,1967,0.12396916
Democratic Republic of Congo,1968,0.17704612
Democratic Republic of Congo,1969,0.18640572
Democratic Republic of Congo,1970,0.13455895
Democratic Republic of Congo,1971,0.14296184
Democratic Republic of Congo,1972,0.14197856
Democratic Republic of Congo,1973,0.14610739
Democratic Republic of Congo,1974,0.15008321
Democratic Republic of Congo,1975,0.14042737
Democratic Republic of Congo,1976,0.1441283
Democratic Republic of Congo,1977,0.14350447
Democratic Republic of Congo,1978,0.14108057
Democratic Republic of Congo,1979,0.14447963
Democratic Republic of Congo,1980,0.13047107
Democratic Republic of Congo,1981,0.13655849
Democratic Republic of Congo,1982,0.107521676
Democratic Republic of Congo,1983,0.13667947
Democratic Republic of Congo,1984,0.12999289
Democratic Republic of Congo,1985,0.115526475
Democratic Republic of Congo,1986,0.10369277
Democratic Republic of Congo,1987,0.11459441
Democratic Republic of Congo,1988,0.115697466
Democratic Republic of Congo,1989,0.12263689
Democratic Republic of Congo,1990,0.11582604
Democratic Republic of Congo,1991,0.08259828
Democratic Republic of Congo,1992,0.07158563
Democratic Republic of Congo,1993,0.06548383
Democratic Republic of Congo,1994,0.06453639
Democratic Republic of Congo,1995,0.069680795
Democratic Republic of Congo,1996,0.07666508
Democratic Republic of Congo,1997,0.06711756
Democratic Republic of Congo,1998,0.05778858
Democratic Republic of Congo,1999,0.04496637
Democratic Republic of Congo,2000,0.03375211
Democratic Republic of Congo,2001,0.031601284
Democratic Republic of Congo,2002,0.03226193
Democratic Republic of Congo,2003,0.03787386
Democratic Republic of Congo,2004,0.035578515
Democratic Republic of Congo,2005,0.038917396
Democratic Republic of Congo,2006,0.038797222
Democratic Republic of Congo,2007,0.04198259
Democratic Republic of Congo,2008,0.04170049
Democratic Republic of Congo,2009,0.0368302
Democratic Republic of Congo,2010,0.039896343
Democratic Republic of Congo,2011,0.042922746
Democratic Republic of Congo,2012,0.038186423
Democratic Republic of Congo,2013,0.051736675
Democratic Republic of Congo,2014,0.06461416
Democratic Republic of Congo,2015,0.040406745
Democratic Republic of Congo,2016,0.031676028
Democratic Republic of Congo,2017,0.03349793
Democratic Republic of Congo,2018,0.041907594
Democratic Republic of Congo,2019,0.044339374
Democratic Republic of Congo,2020,0.04481212
Democratic Republic of Congo,2021,0.043051984
Democratic Republic of Congo,2022,0.045222025
Democratic Republic of Congo,2023,0.0436333
Denmark,1843,0.09695444
Denmark,1844,0.111560985
Denmark,1845,0.14641872
Denmark,1846,0.15768525
Denmark,1847,0.11835186
Denmark,1848,0.21192104
Denmark,1849,0.1825796
Denmark,1850,0.22696479
Denmark,1851,0.2050839
Denmark,1852,0.21696289
Denmark,1853,0.23078
Denmark,1854,0.2907438
Denmark,1855,0.2848723
Denmark,1856,0.40163347
Denmark,1857,0.40566128
Denmark,1858,0.29663193
Denmark,1859,0.37400877
Denmark,1860,0.31993544
Denmark,1861,0.45737273
Denmark,1862,0.391042
Denmark,1863,0.4307764
Denmark,1864,0.366177
Denmark,1865,0.5669314
Denmark,1866,0.51835066
Denmark,1867,0.5007911
Denmark,1868,0.58659893
Denmark,1869,0.5059297
Denmark,1870,0.6055265
Denmark,1871,0.6224686
Denmark,1872,0.59157795
Denmark,1873,0.5914867
Denmark,1874,0.6323806
Denmark,1875,0.735234
Denmark,1876,0.7701726
Denmark,1877,0.75363845
Denmark,1878,0.7086475
Denmark,1879,0.79237485
Denmark,1880,0.89376026
Denmark,1881,0.9373464
Denmark,1882,0.99552697
Denmark,1883,1.1327895
Denmark,1884,1.1167043
Denmark,1885,1.1594682
Denmark,1886,1.1000811
Denmark,1887,1.1173227
Denmark,1888,1.2447714
Denmark,1889,1.3161232
Denmark,1890,1.2484511
Denmark,1891,1.328456
Denmark,1892,1.3501059
Denmark,1893,1.2627403
Denmark,1894,1.41683
Denmark,1895,1.452626
Denmark,1896,1.7577783
Denmark,1897,1.8640432
Denmark,1898,1.915175
Denmark,1899,2.0700932
Denmark,1900,2.0067258
Denmark,1901,2.0656397
Denmark,1902,2.0960908
Denmark,1903,2.155566
Denmark,1904,2.297852
Denmark,1905,2.2088718
Denmark,1906,2.3772252
Denmark,1907,2.094084
Denmark,1908,2.567322
Denmark,1909,2.8069208
Denmark,1910,2.546705
Denmark,1911,2.68117
Denmark,1912,3.1419694
Denmark,1913,3.1860123
Denmark,1914,3.2273786
Denmark,1915,3.4145477
Denmark,1916,3.2976382
Denmark,1917,2.3717608
Denmark,1918,2.7356389
Denmark,1919,2.5681522
Denmark,1920,2.2189536
Denmark,1921,2.074887
Denmark,1922,2.9201694
Denmark,1923,3.1570709
Denmark,1924,3.6684048
Denmark,1925,3.1588998
Denmark,1926,3.0572312
Denmark,1927,3.8576047
Denmark,1928,3.6029875
Denmark,1929,4.3025503
Denmark,1930,3.8943055
Denmark,1931,4.0060887
Denmark,1932,3.725938
Denmark,1933,3.6814446
Denmark,1934,3.999648
Denmark,1935,4.133155
Denmark,1936,4.242592
Denmark,1937,4.347294
Denmark,1938,3.8729396
Denmark,1939,4.278717
Denmark,1940,3.855321
Denmark,1941,4.481733
Denmark,1942,4.1996107
Denmark,1943,5.2011013
Denmark,1944,5.0599732
Denmark,1945,3.4658437
Denmark,1946,4.307488
Denmark,1947,5.181152
Denmark,1948,4.078243
Denmark,1949,3.9922931
Denmark,1950,5.1513443
Denmark,1951,5.097752
Denmark,1952,5.285726
Denmark,1953,5.29895
Denmark,1954,5.804589
Denmark,1955,6.0972714
Denmark,1956,5.9047494
Denmark,1957,5.5460305
Denmark,1958,5.9323306
Denmark,1959,5.7238345
Denmark,1960,6.4965324
Denmark,1961,6.8748174
Denmark,1962,7.9377213
Denmark,1963,8.681902
Denmark,1964,9.137746
Denmark,1965,9.30769
Denmark,1966,10.439195
Denmark,1967,10.139524
Denmark,1968,10.950778
